NOUN,NOUN_LEMMA,DERIV_TYPE,GENDER,VERB,VERB_LEMMA,TYPE_ONTO,TYPE_REL,EXAMPLE_N,EXAMPLE_V,V_TRANS,V_DYN,V_DUR,V_TEL,V_POST_PHASE,V_ROL_SUBJ,V_ROL_OBJ,V_ROL_OBQ,N_DYN,N_DUR,N_TEL,N_POST_PHASE,N_ROL_ARG1,N_ROL_ARG2,N_ROL_ARG3,PLURALIA_TANTUM
manutentionnaire_1,manutentionnaire,aire.m,m,manutentionner_1,manutentionner,anm,agt,Que fait un manutentionnaire sur son lieu de travail?,Les personnes qui manutentionnent les portes doivent toujours avoir les mains propres ou porter des gants propres.,y,y,y,n,n,agt,thm,na,na,na,na,na,na,na,na,n
manutentionnaire_1,manutentionnaire,aire.f,f,manutentionner_1,manutentionner,anm,agt,"En France, le salaire moyen d'un ou d'une manutentionnaire est d'environ 10,60 euros de l'heure. ",Les personnes qui manutentionnent les portes doivent toujours avoir les mains propres ou porter des gants propres.,y,y,y,n,n,agt,thm,na,na,na,na,na,na,na,na,n
maquage_1,maquage,age,m,maquer_1,maquer,dom,tsp,"Son expression est très brutale, mais tous les phénomènes qu'il dénonce sont vrais. Les trafics, le maquage, les violences: tous les pénitentiaires connaissent ces maux.",Il maquait des putes mineures au Double Deux à Tin Town.,y,y,y,n,n,agt,ben,na,y,y,n,n,na,na,na,n
maquereau_1,maquereau,eau,m,maquer_1,maquer,anm,agt,"Noémie, une jeune prostituée maghrébine, est poursuivie en pleine rue par des maquereaux.",Il maquait des putes mineures au Double Deux à Tin Town.,y,y,y,n,n,agt,ben,na,na,na,na,na,na,na,na,n
maquerelle_1,maquerelle,elle,f,maquer_1,maquer,anm,agt,"A l'étage, se trouve le magasin de passe ""Sloppy Swing"", tenu par Flora, la maquerelle.",Il maquait des putes mineures au Double Deux à Tin Town.,y,y,y,n,n,agt,ben,na,na,na,na,na,na,na,na,n
marchandisation_1,marchandisation,ion,f,marchandiser_1,marchandiser,evt*sta,tsp,Le législateur a peur de la marchandisation de ces activités par les centres privés?,Ils cherchent précisément à marchandiser les patients!,y,y,y,v,y,agt,pat,na,y,y,v,y,pat,agt,na,n
marchandisation_2,marchandisation,ion,f,marchandiser_se_1,marchandiser,evt*sta,tsp,"Aujourd'hui, le désengagement de l'État conduit à une marchandisation du logement social des jeunes.","Le sport s'est marchandisé, les droits de télévision et les droits sponsoring se sont envolés.",n,y,y,v,y,pat,na,na,y,y,v,y,pat,na,na,n
marinade_1,marinade,ade,f,mariner_1,mariner,art,ins,"Mais cette fois, j'ai utilisé une marinade au yaourt pour préparer ces brochettes",Il a mariné la viande pendant plusieurs heures.,y,y,y,n,n,agt,pat,na,na,na,na,na,na,na,na,n
marinade_2,marinade,ade,f,mariner_1,mariner,art,res,On pouvait manger des marinades de morue ou de crevettes,Il a mariné la viande pendant plusieurs heures.,y,y,y,n,n,agt,pat,na,na,na,na,na,na,na,na,n
marinage_1,marinage,age,m,mariner_1,mariner,evt,tsp,Préparez tous les éléments nécessaires pour le marinage des concombres.,Il a mariné la viande pendant plusieurs heures.,y,y,y,n,n,agt,pat,na,y,y,n,n,pat,agt,na,n
marquetage_1,marquetage,age,m,marqueter_1,marqueter,dom,tsp,"Plusieurs techniques ont été utilisées pour sa réalisation: la décalque (dépose de matière), le champlevé (contour des formes en relief) et le marquetage...","Vous pouvez marqueter le bois avec n'importe quelle matière plate et fine comme du placage, de la nacre ou une couche fine d'os ou d'ivoire. ",y,y,y,y,n,agt,pat,na,y,y,n,n,na,na,na,n
marquetage_2,marquetage,age,m,marqueter_1,marqueter,art-coll,res,"Verre de la pendule bisautée, marquetage en noyer.","Vous pouvez marqueter le bois avec n'importe quelle matière plate et fine comme du placage, de la nacre ou une couche fine d'os ou d'ivoire. ",y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
marqueterie_1,marqueterie,erie,f,marqueter_1,marqueter,dom,tsp,"Formé dans le canton de Neuchâtel en qualité d’ébéniste, puis de menuisier, breveté contre-maître ébéniste en 2002 à Tolochenaz, j’ai complété ma formation par des cours de marqueterie, de sculpture sur bois, de tournage et de traitement de surfaces à Bulle.","Vous pouvez marqueter le bois avec n'importe quelle matière plate et fine comme du placage, de la nacre ou une couche fine d'os ou d'ivoire. ",y,y,y,y,n,agt,pat,na,y,y,n,n,na,na,na,n
marqueterie_2,marqueterie,erie,f,marqueter_1,marqueter,art-coll,res,"En parallèle de ce dossier, j'ai créé ma propre marqueterie de paille sur un cadre photo en bois.","Vous pouvez marqueter le bois avec n'importe quelle matière plate et fine comme du placage, de la nacre ou une couche fine d'os ou d'ivoire. ",y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
marqueteur_1,marqueteur,eur.m,m,marqueter_1,marqueter,anm,agt,Les premiers marqueteurs furent certainement des chasseurs qui personnalisaient certains de leurs effets par des incrustations d'os ou d'ivoire.,"Vous pouvez marqueter le bois avec n'importe quelle matière plate et fine comme du placage, de la nacre ou une couche fine d'os ou d'ivoire. ",y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
marqueteuse_1,marqueteuse,euse,f,marqueter_1,marqueter,anm,agt,Deux artisans dans leur nouvel atelier dans le Bourg. La cohabitation créative d'une marqueteuse et d'un ébéniste.,"Vous pouvez marqueter le bois avec n'importe quelle matière plate et fine comme du placage, de la nacre ou une couche fine d'os ou d'ivoire. ",y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
marrade_1,marrade,ade,f,marrer_se_1,marrer,evt,tsp,"Danse de folie, alcool en trop grande quantité, échange des derniers numéros, dernier délire et crise de fou rire, enfin une bonne et franche marrade dont nous nous souviendrons tous quelle que soit la fin...",Elle se marrait comme une conne pendant que je l'engueulais,n,y,y,n,n,cau,na,na,y,y,n,n,cau,na,na,n
marrant_1,marrant,ant,m,marrer_se_1,marrer,anm,cau,"On reprend l'avantage mais alors que nos derniers joueurs jouaient leur dernier match, un marrant a éteint les lampes sans le faire exprès.",Elle se marrait comme une conne pendant que je l'engueulais,n,y,y,n,n,cau,na,na,na,na,na,na,na,na,na,n
marrante_1,marrante,ante,f,marrer_se_1,marrer,anm,cau,"Sur scène et dans la vie, les gens découvrent que je suis une marrante",Elle se marrait comme une conne pendant que je l'engueulais,n,y,y,n,n,cau,na,na,na,na,na,na,na,na,na,n
matage_1,matage,age,m,mater_1,mater,evt,tsp,"Elle est idéale pour les travaux fins, le nettoyage et le décapage de peintures, le polissage et le matage du métal et de la pierre.",Elle permet de mater le métal afin d'apporter une meilleure accroche de la surface.,y,y,y,y,n,cau,pat,na,y,y,y,n,pat,cau,na,n
matage_2,matage,age,m,mater_2,mater,evt,tsp,"Il semble avoir eu peu d'intérêt pour ce travail, et guère plus pour les diverses campagnes militaires auxquelles il participa, que ce soit le matage de la révolte de Abaza ou le siège infructueux de Bagdad, tombée aux mains des Séfévides.","Le 25 janvier, 174 tirailleurs en provenance de Côte d'Ivoire débarquent pour mater la manifestation.",y,y,n,y,n,agt,ben,na,y,n,y,n,ben,agt,na,n
matage_3,matage,age,m,mater_3,mater,evt,tsp,"S'en est suivi un matage de DVD avec les collocs, puis à 18 h, je me dis "" merde, y a un DSinParis aujourd'hui!!!","Allez Zo, file te couvrir afin que ces femmes perverses ne te matent plus!",y,y,y,n,n,agt,tpc,na,y,y,n,n,tpc,agt,na,n
matérialisation_1,matérialisation,ion,f,matérialiser_1,matérialiser,evt,tsp,"face à ce redéploiement, la matérialisation des arrêts de stationnement par les services de l'APC reste largement souhaitée...","Depuis que la ville a matérialisé et sécurisé les axes nord-sud et est-ouest, il n'y plus de frein à la circulation.",y,y,y,y,n,cau,pat,na,y,y,y,n,pat,cau,na,n
matérialisation_2,matérialisation,ion,f,matérialiser_se_1,matérialiser,evt,tsp,Le rapport que nous entretenons avec le virtuel ressemble étrangement à une matérialisation des fantasmes,Un rêve impalpable s'est matérialisé à Rolle.,n,y,y,y,n,pat,na,na,y,y,y,n,pat,na,na,n
maternisation_1,maternisation,ion,f,materniser_1,materniser,evt*sta,tsp,"La maternisation du lait de vache s'est faite par correction de sa composition au plan quantitatif et qualitatif (Mahaut et al., 2000).","Cependant, les industriels maternisent le lait de vache à tour de bras, afin de diminuer l'intolérance que les jeunes organismes manifestent à son égard.",y,y,y,v,n,agt,pat,na,y,y,v,n,pat,agt,na,n
maternisation_2,maternisation,ion,f,materniser_se_1,materniser,evt*sta,tsp,La maternisation de la société française s'accompagne d'une désexualisation des rapports humains.,"Pour autant, le pouvoir ne s'est pas féminisé, il s'est maternisé.",n,y,y,v,n,pat,na,na,y,y,v,n,pat,na,na,n
maternisation_3,maternisation,ion,f,materniser_2,materniser,evt,tsp,Mais voilà qui dit retraitre par capitalisation dit responsabilisation des individus et non plus maternisation par le gouvernement,"Elle donne des leçons et maternise tout le monde, sans exception.",y,y,y,n,n,agt,ben,na,y,y,n,n,ben,agt,na,n
mateur_1,mateur,eur.m,m,mater_3,mater,anm,agt,"Monsieur m'espionne, Monsieur est un mateur.","Allez Zo, file te couvrir afin que ces femmes perverses ne te matent plus!",y,y,y,n,n,agt,tpc,na,na,na,na,na,na,na,na,n
mateuse_1,mateuse,euse,f,mater_3,mater,anm,agt,"Enfin, disons qu'elle reluquait, en parfaite mateuse qu'elle était, ce qui était encore distinguable à cette heure tardive de la nuit, c'est à dire les fenêtres éclairées des voisins.","Allez Zo, file te couvrir afin que ces femmes perverses ne te matent plus!",y,y,y,n,n,agt,tpc,na,na,na,na,na,na,na,na,n
maton_1,maton,on,m,mater_3,mater,anm,agt,Vous ressemblez à un maton d'une prison pour femmes,"Allez Zo, file te couvrir afin que ces femmes perverses ne te matent plus!",y,y,y,n,n,agt,tpc,na,na,na,na,na,na,na,na,n
matonne_1,matonne,onne,f,mater_3,mater,anm,agt,La matonne rentra dans le bureau et constata le sang perlant de la bouche de Faith...,"Allez Zo, file te couvrir afin que ces femmes perverses ne te matent plus!",y,y,y,n,n,agt,tpc,na,na,na,na,na,na,na,na,n
méconnaissance_1,méconnaissance,ance,f,méconnaître_1,méconnaître,ppt,tsp,"Celui qui signe consciemment des documents qu'il n'a pas lus, ne peut arguer de sa méconnaissance de leur contenu exact.","Bonsoir Lerma, vous méconnaissez la religion musulmane, comme beaucoup.",y,n,y,n,n,pvt,tpc,na,n,na,na,na,tpc,pvt,na,n
méfiance_1,méfiance,ance,f,méfier_se_1,méfier,sta,tsp,"Ainsi, une part certes petite mais non négligeable de la population suisse éprouve de la méfiance à l'égard de la science.",Je ne sais pas quelles sont les raisons qui l'ont amené à dire cette phrase et je me méfie beaucoup des phrases que l'on sort de leur contexte,n,n,y,n,n,exp,na,sti,n,y,n,n,sti,exp,na,n
méfiant_1,méfiant,ant,m,méfier_se_1,méfier,anm,exp,"Il fallait vite remettre le couvert, car lui aussi est un méfiant, plus prompt à aller serrer la pince aux anciens du FLN à Alger que de venir se trémousser à Marrakech.",Je ne sais pas quelles sont les raisons qui l'ont amené à dire cette phrase et je me méfie beaucoup des phrases que l'on sort de leur contexte,n,n,y,n,n,exp,na,sti,na,na,na,na,na,na,na,n
méfiante_1,méfiante,ante,f,méfier_se_1,méfier,anm,exp,"Il y a celles qui font la gueule, les aguicheuses, les timides, les méfiantes, celles qui louchent, les borgnes",Je ne sais pas quelles sont les raisons qui l'ont amené à dire cette phrase et je me méfie beaucoup des phrases que l'on sort de leur contexte,n,n,y,n,n,exp,na,sti,na,na,na,na,na,na,na,n
mégisserie_1,mégisserie,erie,f,mégir_1,mégir,dom,tsp,"Tous les Saint-Juniauds ont au moins un membre de leur famille qui a travaillé dans la ganterie ou dans la mégisserie, deux secteurs qui ont fait jusqu’aux années 50 la prospérité de leur ville.",Le mégis était un bain de cendre et d'alun qui était employé pour mégir les peaux.,y,y,y,y,n,agt,pat,na,y,y,n,n,na,na,na,n
mégisserie_2,mégisserie,erie,f,mégir_1,mégir,art*ist,agt,"fils d'un ouvrier mégissier, il perdit son père de bonne heure, entra, comme apprenti, chez un mégissier en 1820, fit son tour de France, et, à son retour à Annonay, fonda une petite mégisserie",Le mégis était un bain de cendre et d'alun qui était employé pour mégir les peaux.,y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
mégissier_1,mégissier,ier,m,mégir_1,mégir,anm,agt,"Fils d'un mégissier, Marius Clairefond fait des études secondaires, puis s'inscrit en faculté de droit et obtient la licence.",Le mégis était un bain de cendre et d'alun qui était employé pour mégir les peaux.,y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
mégissière_1,mégissière,ière,f,mégir_1,mégir,anm,agt,"Elle est devenue mégissière, et, jours et nuits, elle lave l'ordure des peaux écorchées",Le mégis était un bain de cendre et d'alun qui était employé pour mégir les peaux.,y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
mélange_1,mélange,conv_0,m,mélanger_1,mélanger,evt*sta,tsp,Pour cela l'utilisateur procède au mélange dans un récipient propre (seau si possible transparent de 10 litres) dans les proportions prévues pour l'apport.,"Mais quand ma mère a mélangé le lait avec de l'eau, j'ai compris que c'était fini.",y,y,y,v,n,cau,pat,pat,y,y,v,n,pat,pat,cau,n
mélange_2,mélange,conv_0,m,mélanger_1,mélanger,na-coll,res,"Un mélange de particuliers et d’officiels s’est rassemblé hier soir à 18h devant le bistrot de la Presse, sur le parvis du Palais.","Mais quand ma mère a mélangé le lait avec de l'eau, j'ai compris que c'était fini.",y,y,y,v,n,cau,pat,pat,na,na,na,na,na,na,na,n
mélangeur_1,mélangeur,eur.m,m,mélanger_1,mélanger,art,ins,VDS Premix utilise un mélangeur à rubans et un mélangeur à palettes pour un traitement efficace de ses fourrages.,"Mais quand ma mère a mélangé le lait avec de l'eau, j'ai compris que c'était fini.",y,y,y,v,n,cau,pat,pat,na,na,na,na,na,na,na,n
mélangeuse_1,mélangeuse,euse,f,mélanger_1,mélanger,art,ins,"Si Lindt n'avait pas oublié, un jour de 1879, d'éteindre sa mélangeuse, on n'aurait peut-être jamais pu croquer dans une tablette de chocolat...","Mais quand ma mère a mélangé le lait avec de l'eau, j'ai compris que c'était fini.",y,y,y,v,n,cau,pat,pat,na,na,na,na,na,na,na,n
menuiserie_1,menuiserie,erie,f,menuiser_1,menuiser,dom,tsp,Cette formation en menuiserie permet d'apprendre les bases du métier de menuisier.,"Lorsque les différents travaux de sciage sont terminés, il faut alors menuiser les nombreuses arêtes de coupe.",y,y,y,y,n,agt,pat,na,y,y,n,n,na,na,na,n
menuiserie_2,menuiserie,erie,f,menuiser_1,menuiser,art*ist,agt,Les menuiseries Terres de Fenêtre bénéficient des certifications officielles et des labels conformes aux normes européennes.,"Lorsque les différents travaux de sciage sont terminés, il faut alors menuiser les nombreuses arêtes de coupe.",y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
menuiserie_3,menuiserie,erie,f,menuiser_1,menuiser,art,res,"Selon leur orientation, les menuiseries en bois demanderont plus ou moins d'entretien.","Lorsque les différents travaux de sciage sont terminés, il faut alors menuiser les nombreuses arêtes de coupe.",y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
menuisier_1,menuisier,ier,m,menuiser_1,menuiser,anm,agt,"Bonjour, merci beaucoup de vos réponses, j'ai appelé le menuisier, nous allons voir ça la semaine prochaine.","Lorsque les différents travaux de sciage sont terminés, il faut alors menuiser les nombreuses arêtes de coupe.",y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
menuisière_1,menuisière,ière,f,menuiser_1,menuiser,anm,agt,L'aide-menuisier ou l'aide-menuisière peuvent envisager un complément de formation pour obtenir le certificat fédéral de capacité de menuisier ou de menuisière.,"Lorsque les différents travaux de sciage sont terminés, il faut alors menuiser les nombreuses arêtes de coupe.",y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
mercantilisation_1,mercantilisation,ion,f,mercantiliser_1,mercantiliser,evt*sta,tsp,"Elle semble devoir procéder à une mercantilisation non plus seulement des biens familiaux, mais de l'individu lui-même ou de certaines de ses composantes.",Les éditeurs mercantilisent trop directement la lecture,y,y,y,v,y,cau,pat,na,y,y,v,y,pat,cau,na,n
mercantilisation_2,mercantilisation,ion,f,mercantiliser_se_1,mercantiliser,evt*sta,tsp,"Assiste-t-on à une mercantilisation des activités traditionnelles liées à la survie de ces communautés, à une déstructuration des tissus familial et communautaire, à une déperdition accélérée de la langue vernaculaire locale, ou à la dégradation de l’environnement naturel régional?","Ainsi, les relations se mercantilisent et les personnes deviennent des choses, considérées seulement pour leur utilité.",n,y,y,v,y,pat,na,na,y,y,v,y,pat,na,na,n
mésalliance_1,mésalliance,ance,f,mésallier_se_1,mésallier,evt*sta,tsp,"Que penser de cette mésalliance entre deux régimes politiques incompatibles, le pays des droits de l'homme et la Russie autocratique, naguère l'un des bastions de la lutte contre ""la contagion révolutionnaire""?","Seul l'homme, s'arrachant à son plein lot de pain et d'air, se mésallie avec les concepts, bifurque aux chimères, se gave de cogitations.",n,y,n,y,y,cau,na,cau,y,n,y,y,cau,cau,na,n
mésinterprétation_1,mésinterprétation,ion,f,mésinterpréter_1,mésinterpréter,evt,tsp,"À la reprise, le président de séance avoue sa mésinterprétation et proclame élu le maire de Rivière-Salée avec 25 voix.","Si vous acceptez de le réécouter calmement, vous vous rendrez sans doute compte que vous mésinterprétez ses propos.",y,y,n,y,n,exp,sti,na,y,n,y,n,sti,exp,na,n
méta-discours_1,méta-discours,conv_0,m,méta-discourir_1,méta-discourir,cog*evt,tsp,Notre point de départ sera le méta-discours de Plotin sur le statut du mythe.,"Si la plupart des auteurs ne le font pas, en théorie on n'a guère nécessité à ""méta-discourir"" dans un texte écrit, car au cours du temps ce type de communication a pris son autonomie par rapport au système de référence, le langage oral, par le développement de ce que la critique littéraire nomme ""paratexte"", l'ensemble des éléments de mise en forme et de signalisation qui indiquent aux lecteurs comment on doit interpréter le message émis.",n,y,y,n,n,agt,na,na,y,y,n,n,agt,na,na,n
méta-écriture_1,méta-écriture,ure,f,méta-écrire_1,méta-écrire,evt,tsp,"Il y a alors double-écriture, avec une méta-écriture qui va produire un texte.","À défaut de pouvoir trouver les livres que je voudrais lire, et n'étant pas capable de les écrire moi-même, je peux au moins les méta-écrire!",y,y,y,y,n,agt,res,na,y,y,y,n,res,agt,na,n
méta-écriture_2,méta-écriture,ure,f,méta-écrire_1,méta-écrire,cog,res,"Elle en dénombre 3, qui sont en fait des méta-écritures aussi bien graphiques, alphabétiques, idéogrammatiques.","À défaut de pouvoir trouver les livres que je voudrais lire, et n'étant pas capable de les écrire moi-même, je peux au moins les méta-écrire!",y,y,y,y,n,agt,res,na,na,na,na,na,na,na,na,n
méta-écrivain_1,méta-écrivain,ain,m,méta-écrire_1,méta-écrire,anm,agt,"L'écrivain voit avant tout son métier d'écrivain comme l'opportunité de défendre la cause des autres auteurs: ""Je suis convaincu qu'un écrivain doit aussi être un méta-écrivain, c'est-à-dire s'intéresser aux autres, qu'ils soient morts ou vivants"".","À défaut de pouvoir trouver les livres que je voudrais lire, et n'étant pas capable de les écrire moi-même, je peux au moins les méta-écrire!",y,y,y,y,n,agt,res,na,na,na,na,na,na,na,na,n
meulage_1,meulage,age,m,meuler_1,meuler,evt*sta,tsp,"Dans de nombreux cas, le Disque à lamelles 769F 3MMC vous permettra de procéder au meulage et à la finition en une seule étape, sans changer les abrasifs.","Selon le type de travail à effectuer, il est parfois aussi nécessaire de prépercer, poncer ou meuler la pièce à assembler ou à souder.",y,y,y,v,n,agt,pat,na,y,y,v,n,pat,agt,na,n
meuleur_1,meuleur,eur.m,m,meuler_1,meuler,anm,agt,Nous recherchons un meuleur (h/f) expérimenté.,"Selon le type de travail à effectuer, il est parfois aussi nécessaire de prépercer, poncer ou meuler la pièce à assembler ou à souder.",y,y,y,v,n,agt,pat,na,na,na,na,na,na,na,na,n
mi-existence_1,mi-existence,ance,f,mi-exister_1,mi-exister,sta,tsp,Mais je m'enferme dans une mi-existence où il fait toujours novembre et qui me colle à la peau comme une mue dont on ne sait pas se dégager.,"Aussi, rien d'étonnant en effet à la thèse étrange de Logique des mondes selon laquelle les femmes mi-existent, soustraites à la nomination de ce qui importe.",n,n,y,n,n,pvt,na,na,n,y,n,n,pvt,na,na,n
miaulage_1,miaulage,age,m,miauler_1,miauler,evt*phn,tsp,"Tous les chats grimpèrent sur les gouttières, pour le féliciter par un miaulage désespéré.",Petit update / jour 1: elle a miaulé toute la nuit et a fait pipi 2 fois dans mon lit.,n,y,y,n,n,agt,na,na,y,y,n,n,agt,na,na,n
miaulard_1,miaulard,ard,m,miauler_1,miauler,anm,agt,"Thibo, ce soir, tu risques fortement de tomber sur des miaulards! Je sais pourquoi ils te fuient vieux brigand!",Petit update / jour 1: elle a miaulé toute la nuit et a fait pipi 2 fois dans mon lit.,n,y,y,n,n,agt,na,na,na,na,na,na,na,na,na,n
miaulement_1,miaulement,ment,m,miauler_1,miauler,evt*phn,tsp,"En passant à proximité du compresseur vers 16 h, une tierce personne a entendu un miaulement.",Petit update / jour 1: elle a miaulé toute la nuit et a fait pipi 2 fois dans mon lit.,n,y,y,n,n,agt,na,na,y,y,n,n,agt,na,na,n
miauleur_1,miauleur,eur.m,m,miauler_1,miauler,anm,agt,Pierre aimerait beaucoup la compagnie d'un chat mais il habite en ville et se sent mal à l'idée d'adopter un miauleur entre quatre murs.,Petit update / jour 1: elle a miaulé toute la nuit et a fait pipi 2 fois dans mon lit.,n,y,y,n,n,agt,na,na,na,na,na,na,na,na,na,n
miauleuse_1,miauleuse,euse,f,miauler_1,miauler,anm,agt,"Ma chatonne aussi est une miauleuse... Et quand ça me tape sur le système, je la regarde et je miaule pendant 10-15 secondes.",Petit update / jour 1: elle a miaulé toute la nuit et a fait pipi 2 fois dans mon lit.,n,y,y,n,n,agt,na,na,na,na,na,na,na,na,na,n
michetonnage_1,michetonnage,age,m,michetonner_1,michetonner,dom,tsp,La prostitution et le michetonnage commencent souvent à l'intérieur des foyers.,Elle michetonne dans les grands hôtels et se fait passer pour unefille de famille.,n,y,y,n,n,agt,na,na,y,y,n,n,na,na,na,n
michetonneuse_1,michetonneuse,euse,f,michetonner_1,michetonner,anm,agt,"S'en est suivi un matage de DVD avec les collocs, puis à 18 h, je me dis ""merde, y a un DSinParis aujourd'hui!!!",Elle michetonne dans les grands hôtels et se fait passer pour unefille de famille.,n,y,y,n,n,agt,na,na,na,na,na,na,na,na,na,n
micro-craquelure_1,micro-craquelure,ure,f,micro-craqueler_se_1,micro-craqueler,evt*nat,tsp,Des micro-craquelures apparaissent alors et entraînent une fissuration du premier vernis.,"Attention: si tu veux juste vernir ta coque, sache que le vernis transparent n'est pas étanche dans le temps, il se micro-craquelle très vite",n,y,n,y,n,pat,na,na,y,n,y,n,pat,na,na,n
micro-localisation_1,micro-localisation,ion,f,micro-localiser_1,micro-localiser,evt,tsp,C'est pourquoi ça ne fait aucun sens de considérer la micro-localisation comme LA solution unique couvrant les différents besoins et cas d'usages complexes que doit traiter la géolocalisation indoor.,"Quand trois beacons sont installés dans une pièce, une fonction permet de micro-localiser un utilisateur avec une précision de quelques centimètres.",y,y,n,y,n,agt,thm,na,y,n,y,n,thm,agt,na,n
microfiltrage_1,microfiltrage,age,m,microfiltrer_1,microfiltrer,evt,tsp,"Pour cette raison, il est généralement important que tous les liquides soient préfiltrés avant le microfiltrage.",Ils microfiltrent l'eau du réseau directement sur le lieu de consommation.,y,y,y,y,n,agt,pat,na,y,y,y,n,pat,agt,na,n
microfiltrat_1,microfiltrat,conv_13,m,microfiltrer_1,microfiltrer,art,res,Cette méthode fournit un microfiltrat stérile ayant conservé ses qualités nutritionnelles,Ils microfiltrent l'eau du réseau directement sur le lieu de consommation.,y,y,y,y,n,agt,pat,na,na,na,na,na,na,na,na,n
microfiltration_1,microfiltration,ion,f,microfiltrer_1,microfiltrer,evt,tsp,"La pertinence de cette approche a été validée lors de la microfiltration 0.1 µm de lait écrémé, de plus en plus utilisée industriellement pour la séparation des micelles de caséines des protéines ""solubles"" du lait.",Ils microfiltrent l'eau du réseau directement sur le lieu de consommation.,y,y,y,y,n,agt,pat,na,y,y,y,n,pat,agt,na,n
microfracturation_1,microfracturation,ion,f,microfracturer_1,microfracturer,evt,tsp,On procède ensuite à une microfracturation telle que décrite ci-dessus.,il a microfracturé le poignet de Mark Stone dans le premier match des séries,y,y,n,y,n,cau,pat,na,y,n,y,n,pat,cau,na,n
microfracturation_2,microfracturation,ion,f,microfracturer_se_1,microfracturer,evt,tsp,On pense que cela est dû à une microfracturation provoquée par la construction du tunnel.,L'inconvénient du carbone est qu'en vieillissant il se microfracture,n,y,n,y,n,pat,na,na,y,n,y,n,pat,na,na,n
microfracturation_3,microfracturation,ion,f,microfracturer_se_1,microfracturer,nat,res,Les fragments de roche et leurs grains vont présenter des microfracturations,L'inconvénient du carbone est qu'en vieillissant il se microfracture,n,y,n,y,n,pat,na,na,na,na,na,na,na,na,na,n
microfracture_1,microfracture,conv_0,f,microfracturer_1,microfracturer,evt,tsp,La microfracture est utilisée pour la stimulation ciblée de l'os sous le cartilage articulaire,il a microfracturé le poignet de Mark Stone dans le premier match des séries,y,y,n,y,n,cau,pat,na,y,n,y,n,pat,cau,na,n
microfracture_2,microfracture,conv_0,f,microfracturer_se_1,microfracturer,evt,tsp,"Real Madrid: Eden Hazard, victime d'une microfracture à la cheville, va manquer le Clasico.",L'inconvénient du carbone est qu'en vieillissant il se microfracture,n,y,n,y,n,pat,na,na,y,n,y,n,pat,na,na,n
microfracture_3,microfracture,conv_0,f,microfracturer_se_1,microfracturer,nat,res,Des microfractures ont été détectées au dos,L'inconvénient du carbone est qu'en vieillissant il se microfracture,n,y,n,y,n,pat,na,na,na,na,na,na,na,na,na,n
microperforation_1,microperforation,ion,f,microperforer_1,microperforer,evt,tsp,La microperforation s'effectue à l'aide de cylindres,Les micro-aiguilles pénètrent l'épiderme et le derme et ainsi micro-perforent les différentes couches du derme.,y,y,n,y,n,cau,pat,na,y,n,y,n,pat,cau,na,n
microperforation_2,microperforation,ion,f,microperforer_1,microperforer,art,res,Cette membrane comporte des microperforations permettant d'améliorer la respirabilité et d'éviter les risques de surchauffe.,Les micro-aiguilles pénètrent l'épiderme et le derme et ainsi micro-perforent les différentes couches du derme.,y,y,n,y,n,cau,pat,na,na,na,na,na,na,na,na,n
microperforation_3,microperforation,ion,f,microperforer_se_1,microperforer,evt,tsp,Une microperforation de la paroi intestinale s'est produite et de l'air est apparu dans la cavité intra-abdominale,Le ballonnet se microperfore et c'est une cata,n,y,n,y,n,pat,na,na,y,n,y,n,pat,na,na,n
microstimulateur_1,microstimulateur,eur.m,m,microstimuler_1,microstimuler,art,ins,La combinaison organo-silicium permet de développer des microstimulateurs pas beaucoup plus grands qu'une tête de crayon et qui peuvent être placés près des nerfs ciblés pour aider le système nerveux,"Une toute nouvelle machine qui palpe-roule et microstimule la peau, pour se faire des jambes d'icônes podium.",y,y,y,n,n,sti,exp,na,na,na,na,na,na,na,na,n
microstimulation_1,microstimulation,ion,f,microstimuler_1,microstimuler,evt,tsp,Etude de l'interférence de mouvements oculaires imposés par des microstimulations corticales sur la performance dans des tâches attentionnelles et sur les réponses neuronales.,"Une toute nouvelle machine qui palpe-roule et microstimule la peau, pour se faire des jambes d'icônes podium.",y,y,y,n,n,sti,exp,na,y,y,n,n,exp,sti,na,n
militage_1,militage,age,m,militer_1,militer,evt,tsp,"Absolument Michèle, je confirme mon ""militage"" (il est moche ce mot!!!) pour le ""non-fayotage""...","Le jour où des nazis sauveront le peuple du capitalisme, les poules auront des dents et les Rockfeller militeront pour la socialisation des moyens de production.",n,y,y,n,n,agt,na,na,y,y,n,n,agt,na,na,n
